slsNoSL,slsDate,cstName,itmName,slsQty,uomName_x,slsPrice,slsDisc,slsSubTotal,slsPPN,slsTotal,Brand,uomName_y,Discoint beli (%),Discount Jual (%)
SI202406010529,2024-07-01 00:00:00,SINAR ANGKASA,SIKA TILE GROUT WHITE @12X1KG,2.0,DUS,213120.0,45.0,234432.0,23232.0,234432.0,SIKA,DUS,49,45
SI202406010530,2024-07-01 00:00:00,HIDUP BARU (CINERE),SIKATOP SEAL 107 (A+B) @25KG,5.0,SET,606060.0,45.0,1666665.0,165165.0,1666665.0,SIKA,SET,50,45
SI202406010531,2024-07-01 00:00:00,MASA JAYA,SIKA TILE GROUT CREAM @12X1KG,2.0,DUS,213120.0,45.0,234432.0,23232.0,234432.0,SIKA,DUS,49,45
SI202406010531,2024-07-01 00:00:00,MASA JAYA,SIKA TILE GROUT WHITE @12X1KG,2.0,DUS,213120.0,45.0,234432.0,23232.0,234432.0,SIKA,DUS,49,45
SI202406010532,2024-07-01 00:00:00,BUANA SURYA,SIKA TILE GROUT CREAM @12X1KG,1.0,DUS,213120.0,45.0,117216.0,11616.0,117216.0,SIKA,DUS,49,45
SI202406010532,2024-07-01 00:00:00,BUANA SURYA,SIKA TILE GROUT MEDBROWN @12X1KG,1.0,DUS,213120.0,45.0,117216.0,11616.0,117216.0,SIKA,DUS,49,45
SI202406010532,2024-07-01 00:00:00,BUANA SURYA,SIKA TILE GROUT WHITE @12X1KG,2.0,DUS,213120.0,45.0,234432.0,23232.0,234432.0,SIKA,DUS,49,45
SI202406010533,2024-07-01 00:00:00,SENTOSA ABADI MAKMUR ,SIKACERAM 150 CA-TILEFIX @25KG,50.0,SAK,63900.0,2.0,3131100.0,310289.189189,3131100.0,SIKA,SAK,16.3,10
SI202406010534,2024-07-01 00:00:00,MEGAH JAYA (WR. MANGGA),SIKA GROUT 215 @25KG,10.0,SAK,188700.0,45.0,1037850.0,102850.0,1037850.0,SIKA,SAK,50,45
SI202406010535,2024-07-01 00:00:00,SETIA BANGUNAN,SIKA TOP 107+ @4X4KG ( GALON ),11.0,GALON,194805.0,45.0,1178570.25,116795.25,1178570.25,SIKA,GALON,49,45
SI202406010535,2024-07-01 00:00:00,SETIA BANGUNAN,SIKA TOP 107+ @4X4KG (FREE),1.0,GALON,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202406010535,2024-07-01 00:00:00,SETIA BANGUNAN,AM 53 - WHITE JASMINE @12X1KG,3.0,DUS,201000.0,19.25,486922.5,48253.581081,486922.5,AM,PCS,32.68,15
SI202406010535,2024-07-01 00:00:00,SETIA BANGUNAN,AM 53 - YELLOW EDELWEIS @12X1KG,1.0,DUS,201000.0,19.25,162307.5,16084.527027,162307.5,AM,PCS,32.68,15
SI202406010535,2024-07-01 00:00:00,SETIA BANGUNAN,AM 53 - GREY SOKA @12X1KG,2.0,DUS,201000.0,19.25,324615.0,32169.054054,324615.0,AM,PCS,32.68,15
SI202406010535,2024-07-01 00:00:00,SETIA BANGUNAN,AM 53 - CREAM IXIA @12X1KG,1.0,DUS,201000.0,19.25,162307.5,16084.527027,162307.5,AM,PCS,32.68,15
SI202406010535,2024-07-01 00:00:00,SETIA BANGUNAN,AM 53 - GREY ORCHID @12X1KG,1.0,DUS,201000.0,19.25,162307.5,16084.527027,162307.5,AM,PCS,32.68,15
SI202406010535,2024-07-01 00:00:00,SETIA BANGUNAN,AM 51 - 112 S SUPER BLACK @12X1KG,1.0,DUS,425400.0,19.25,343510.5,34041.581081,343510.5,AM,PCS,32.68,15
SI202406010536,2024-07-01 00:00:00,ANUGRAH JAYA BANGUNAN,AM 53 - WHITE JASMINE @12X1KG,3.0,DUS,201000.0,15.0,512550.0,50793.243243,512550.0,AM,PCS,32.68,15
SI202406010536,2024-07-01 00:00:00,ANUGRAH JAYA BANGUNAN,AM 53 - BLACK EBONY @12X1KG,1.0,DUS,201000.0,15.0,170850.0,16931.081081,170850.0,AM,PCS,32.68,15
SI202406010536,2024-07-01 00:00:00,ANUGRAH JAYA BANGUNAN,AM 53 - BROWN GINGER @12X1KG,1.0,DUS,201000.0,15.0,170850.0,16931.081081,170850.0,AM,PCS,32.68,15
SI202406010537,2024-07-01 00:00:00,KARUNIA TERANG,SIKATOP SEAL 107 (A+B) @25KG,20.0,SET,606060.0,47.5,6363630.0,630630.0,6363630.0,SIKA,SET,50,45
SI202406010538,2024-07-01 00:00:00,USAHA LANCAR,SIKAMUR 130 THINBED @40KG,60.0,SAK,96000.0,16.3,4821120.0,477768.648648,4821120.0,SIKA,SAK,22.16,16.3
SI202406010538,2024-07-01 00:00:00,USAHA LANCAR,SIKAMUR 130 THINBED @40KG ( FREE ),3.0,SAK,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202406010539,2024-07-01 00:00:00,BERKAT MAKMUR JAYA,CAIRAN SIKA TOP 107 (A) @5KG,10.0,GALON,563880.0,45.0,3101340.0,307340.0,3101340.0,SIKA,GALON,49,45
SI202406010540,2024-07-01 00:00:00,CIHUNI JAYA,SIKATOP SEAL 107 (A+B) @25KG,20.0,SET,606060.0,45.0,6666660.0,660660.0,6666660.0,SIKA,SET,50,45
SI202406010540,2024-07-01 00:00:00,CIHUNI JAYA,SIKATOP SEAL 107 (A+B) @25KG (FREE),1.0,SET,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202406010542,2024-07-01 00:00:00,GADING SERPONG JAYA,SIKATOP SEAL 107 (A+B) @25KG,20.0,SET,606060.0,45.0,6666660.0,660660.0,6666660.0,SIKA,SET,50,45
SI202406010542,2024-07-01 00:00:00,GADING SERPONG JAYA,SIKATOP SEAL 107 (A+B) @25KG (FREE),1.0,SET,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202406010543,2024-07-01 00:00:00,SURYA MAKMUR BERSAMA,SIKA GROUT 215 @25KG,10.0,SAK,188700.0,45.0,1037850.0,102850.0,1037850.0,SIKA,SAK,50,45
SI202406010543,2024-07-01 00:00:00,SURYA MAKMUR BERSAMA,SIKACERAM 150 CA-TILEFIX @25KG,20.0,SAK,71000.0,10.0,1278000.0,126648.648648,1278000.0,SIKA,SAK,16.3,10
SI202406010543,2024-07-01 00:00:00,SURYA MAKMUR BERSAMA,SIKA TOP 107+ @4X4KG ( GALON ),11.0,GALON,194805.0,45.0,1178570.25,116795.25,1178570.25,SIKA,GALON,49,45
SI202406010543,2024-07-01 00:00:00,SURYA MAKMUR BERSAMA,SIKA TOP 107+ @4X4KG (FREE),1.0,GALON,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202406010543,2024-07-01 00:00:00,SURYA MAKMUR BERSAMA,SIKACIM BONDING ADHESIVE @10X0.9L,1.0,DUS,869130.0,45.0,478021.5,47371.5,478021.5,SIKA,DUS,49,45
SI202406010543,2024-07-01 00:00:00,SURYA MAKMUR BERSAMA,AM 53 - WHITE JASMINE @12X1KG,2.0,DUS,201000.0,19.25,324615.0,32169.054054,324615.0,AM,PCS,32.68,15
SI202406010543,2024-07-01 00:00:00,SURYA MAKMUR BERSAMA,AM 53 - CREAM LOTUS @12X1KG,1.0,DUS,201000.0,19.25,162307.5,16084.527027,162307.5,AM,PCS,32.68,15
SI202406010543,2024-07-01 00:00:00,SURYA MAKMUR BERSAMA,AM 53 - YELLOW EDELWEIS @12X1KG,1.0,DUS,201000.0,19.25,162307.5,16084.527027,162307.5,AM,PCS,32.68,15
SI202406010543,2024-07-01 00:00:00,SURYA MAKMUR BERSAMA,AM 53 - BLACK EBONY @12X1KG,1.0,DUS,201000.0,19.25,162307.5,16084.527027,162307.5,AM,PCS,32.68,15
SI202406010543,2024-07-01 00:00:00,SURYA MAKMUR BERSAMA,AM 53 - GREY ORCHID @12X1KG,1.0,DUS,201000.0,19.25,162307.5,16084.527027,162307.5,AM,PCS,32.68,15
SI202406010543,2024-07-01 00:00:00,SURYA MAKMUR BERSAMA,AM 53 - CREAM IXIA @12X1KG,1.0,DUS,201000.0,19.25,162307.5,16084.527027,162307.5,AM,PCS,32.68,15
SI202406010543,2024-07-01 00:00:00,SURYA MAKMUR BERSAMA,AM 53 - GREY SOKA @12X1KG,1.0,DUS,201000.0,19.25,162307.5,16084.527027,162307.5,AM,PCS,32.68,15
SI202406010544,2024-07-01 00:00:00,BANGUN JAYA (DASANA),SIKATOP SEAL 107 (A+B) @25KG,2.0,SET,606060.0,45.0,666666.0,66066.0,666666.0,SIKA,SET,50,45
SI202406010545,2024-07-01 00:00:00,RAKSA JAYA,SIKA GROUT 215 @25KG,50.0,SAK,188700.0,45.9,5104335.0,505835.0,5104335.0,SIKA,SAK,50,45
SI202406010546,2024-07-01 00:00:00,BANGUN PUTRI JAYA ,SIKATOP SEAL 107 (A+B) @25KG,20.0,SET,606060.0,45.0,6666660.0,660660.0,6666660.0,SIKA,SET,50,45
SI202406010546,2024-07-01 00:00:00,BANGUN PUTRI JAYA ,SIKATOP SEAL 107 (A+B) @25KG (FREE),1.0,SET,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202406010547,2024-07-01 00:00:00,CAHAYA LEGOK,SIKA GROUT 215 @25KG,8.0,SAK,188700.0,45.0,830280.0,82280.0,830280.0,SIKA,SAK,50,45
SI202406010547,2024-07-01 00:00:00,CAHAYA LEGOK,SIKAWALL 181 SKIMCOAT @40KG,10.0,SAK,119000.0,28.85,846685.0,83905.72072,846685.0,SIKA,SAK,22.16,16.3
SI202406010548,2024-07-01 00:00:00,METTA SARANA ASRI,SIKA GROUT 215 @25KG,10.0,SAK,188700.0,45.0,1037850.0,102850.0,1037850.0,SIKA,SAK,50,45
SI202406010548,2024-07-01 00:00:00,METTA SARANA ASRI,SIKA TILE GROUT WHITE @12X1KG,2.0,DUS,213120.0,45.0,234432.0,23232.0,234432.0,SIKA,DUS,49,45
SI202406010549,2024-07-01 00:00:00,BERKAT MAKMUR JAYA,SIKATOP SEAL 107 (A+B) @25KG,20.0,SET,606060.0,45.0,6666660.0,660660.0,6666660.0,SIKA,SET,50,45
SI202406010549,2024-07-01 00:00:00,BERKAT MAKMUR JAYA,SIKATOP SEAL 107 (A+B) @25KG (FREE),1.0,SET,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202406010552,2024-07-01 00:00:00,SUMBER MAKMUR JAYA GUDANG,AM 53 - WHITE JASMINE @12X1KG,6.0,DUS,201000.0,19.25,973845.0,96507.162162,973845.0,AM,PCS,32.68,15
SI202406010552,2024-07-01 00:00:00,SUMBER MAKMUR JAYA GUDANG,AM 53 - CREAM LOTUS @12X1KG,2.0,DUS,201000.0,19.25,324615.0,32169.054054,324615.0,AM,PCS,32.68,15
SI202406010554,2024-07-01 00:00:00,TIGA PUTRA JAYA,SIKA GROUT 215 @25KG,20.0,SAK,188700.0,45.0,2075700.0,205700.0,2075700.0,SIKA,SAK,50,45
SI202406010555,2024-07-01 00:00:00,BERKAH MUTIARA,SIKATOP SEAL 107 (A+B) @25KG,3.0,SET,606060.0,45.0,999999.0,99099.0,999999.0,SIKA,SET,50,45
SI202406010555,2024-07-01 00:00:00,BERKAH MUTIARA,SIKACIM CONCRETE ADDITIVE @10X0.9L,1.0,DUS,562770.0,45.0,309523.5,30673.5,309523.5,SIKA,DUS,49,45
SI202406010555,2024-07-01 00:00:00,BERKAH MUTIARA,SIKACIM CONCRETE ADDITIVE @5L (FREE),1.0,CAN,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202406010556,2024-07-01 00:00:00,AGUNG JAYA (CIATER BSD),SIKA GROUT 215 @25KG,5.0,SAK,188700.0,45.0,518925.0,51425.0,518925.0,SIKA,SAK,50,45
SI202406010557,2024-07-01 00:00:00,BHAKTI JAYA,SIKA GROUT 215 @25KG,15.0,SAK,188700.0,45.0,1556775.0,154275.0,1556775.0,SIKA,SAK,50,45
SI202406010559,2024-07-01 00:00:00,BAJA MAS ,SIKACIM CONCRETE ADDITIVE @5L,5.0,CAN,177600.0,45.0,488400.0,48400.0,488400.0,SIKA,CAN,49,45
SI202406010561,2024-07-01 00:00:00,SAM JAYA,SIKATOP SEAL 107 (A+B) @25KG,20.0,SET,606060.0,45.0,6666660.0,660660.0,6666660.0,SIKA,SET,50,45
SI202406010561,2024-07-01 00:00:00,SAM JAYA,SIKATOP SEAL 107 (A+B) @25KG (FREE),1.0,SET,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202406010562,2024-07-01 00:00:00,INDO CIPTA PRAKARSA,AM 53 - CREAM LOTUS @12X1KG,2.0,DUS,201000.0,19.25,324615.0,32169.054054,324615.0,AM,PCS,32.68,15
SI202406010562,2024-07-01 00:00:00,INDO CIPTA PRAKARSA,AM 53 - GREY SOKA @12X1KG,2.0,DUS,201000.0,19.25,324615.0,32169.054054,324615.0,AM,PCS,32.68,15
SI202406010562,2024-07-01 00:00:00,INDO CIPTA PRAKARSA,AM 53 - MAROON DAISY @12X1KG,2.0,DUS,201000.0,19.25,324615.0,32169.054054,324615.0,AM,PCS,32.68,15
SI202406010562,2024-07-01 00:00:00,INDO CIPTA PRAKARSA,AM 53 - BROWN GINGER @12X1KG,1.0,DUS,201000.0,19.25,162307.5,16084.527027,162307.5,AM,PCS,32.68,15
SI202406010562,2024-07-01 00:00:00,INDO CIPTA PRAKARSA,AM 53 - WHITE JASMINE @12X1KG,1.0,DUS,201000.0,19.25,162307.5,16084.527027,162307.5,AM,PCS,32.68,15
SI202406010563,2024-07-01 00:00:00,SINAR BANGUNAN ( LENGKONG ),SIKA TOP 107+ @4X4KG ( GALON ),11.0,GALON,194805.0,45.0,1178570.25,116795.25,1178570.25,SIKA,GALON,49,45
SI202406010563,2024-07-01 00:00:00,SINAR BANGUNAN ( LENGKONG ),SIKA TOP 107+ @4X4KG (FREE),1.0,GALON,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202406010563,2024-07-01 00:00:00,SINAR BANGUNAN ( LENGKONG ),SIKATOP SEAL 107 (A+B) @25KG,20.0,SET,606060.0,45.0,6666660.0,660660.0,6666660.0,SIKA,SET,50,45
SI202406010563,2024-07-01 00:00:00,SINAR BANGUNAN ( LENGKONG ),SIKATOP SEAL 107 (A+B) @25KG (FREE),1.0,SET,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202406010563,2024-07-01 00:00:00,SINAR BANGUNAN ( LENGKONG ),AM 53 - WHITE JASMINE @12X1KG,10.0,DUS,201000.0,19.25,1623075.0,160845.27027,1623075.0,AM,PCS,32.68,15
SI202406010563,2024-07-01 00:00:00,SINAR BANGUNAN ( LENGKONG ),AM 53 - CREAM IXIA @12X1KG,3.0,DUS,201000.0,19.25,486922.5,48253.581081,486922.5,AM,PCS,32.68,15
SI202406010563,2024-07-01 00:00:00,SINAR BANGUNAN ( LENGKONG ),AM 53 - BLACK EBONY @12X1KG,1.0,DUS,201000.0,19.25,162307.5,16084.527027,162307.5,AM,PCS,32.68,15
SI202406010564,2024-07-01 00:00:00,SINAR MATAHARI,SIKATOP SEAL 107 (A+B) @25KG,3.0,SET,606060.0,45.0,999999.0,99099.0,999999.0,SIKA,SET,50,45
SI202406010565,2024-07-01 00:00:00,CS,SIKA TOP 107+ @4X4KG ( GALON ),22.0,GALON,194805.0,45.0,2357140.5,233590.5,2357140.5,SIKA,GALON,49,45
SI202406010565,2024-07-01 00:00:00,CS,SIKA TOP 107+ @4X4KG (FREE),2.0,GALON,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202406010567,2024-07-01 00:00:00,SENTOSA BANGUNAN,SIKATOP SEAL 107 (A+B) @25KG,20.0,SET,606060.0,45.0,6666660.0,660660.0,6666660.0,SIKA,SET,50,45
SI202406010567,2024-07-01 00:00:00,SENTOSA BANGUNAN,SIKATOP SEAL 107 (A+B) @25KG (FREE),1.0,SET,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202406010568,2024-07-01 00:00:00,POLIM JAYA,SIKA TOP 107+ @4X4KG ( GALON ),22.0,GALON,194805.0,45.0,2357140.5,233590.5,2357140.5,SIKA,GALON,49,45
SI202406010568,2024-07-01 00:00:00,POLIM JAYA,SIKA TOP 107+ @4X4KG (FREE),2.0,GALON,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202406010569,2024-07-01 00:00:00,KARUNIA TERANG,SIKACERAM 150 CA-TILEFIX @25KG,20.0,SAK,71000.0,10.0,1278000.0,126648.648648,1278000.0,SIKA,SAK,16.3,10
SI202406010571,2024-07-01 00:00:00,BINTANG TERANG ( SOLEH ALI ),SIKATOP SEAL 107 (A+B) @25KG,5.0,SET,606060.0,45.0,1666665.0,165165.0,1666665.0,SIKA,SET,50,45
SI202406010572,2024-07-01 00:00:00,JAYA MAS (KOSAMBI),SIKA GROUT 215 @25KG,5.0,SAK,188700.0,45.0,518925.0,51425.0,518925.0,SIKA,SAK,50,45
SI202406010573,2024-07-01 00:00:00,CEMARA MAS,AM 53 - CREAM IXIA @12X1KG,3.0,DUS,201000.0,15.0,512550.0,50793.243243,512550.0,AM,PCS,32.68,15
SI202406010574,2024-07-01 00:00:00,SENTRAL BANGUNAN,AM 53 - WHITE JASMINE @12X1KG,3.0,DUS,201000.0,15.0,512550.0,50793.243243,512550.0,AM,PCS,32.68,15
SI202406010575,2024-07-01 00:00:00,LARIS JAYA,SIKATOP SEAL 107 (A+B) @25KG,20.0,SET,606060.0,47.5,6363630.0,630630.0,6363630.0,SIKA,SET,50,45
SI202406010576,2024-07-01 00:00:00,KU JAYA,SIKACERAM 180 GA-TILEFIX @25KG,30.0,SAK,105000.0,16.3,2636550.0,261279.729729,2636550.0,SIKA,SAK,22.16,16.3
SI202406010576,2024-07-01 00:00:00,KU JAYA,SIKACERAM 200 TA-TILEFIX @25KG,20.0,SAK,184000.0,16.3,3080160.0,305241.081081,3080160.0,SIKA,SAK,22.16,16.3
SI202406010577,2024-07-01 00:00:00,SENTOSA ABADI MAKMUR ,SIKACERAM 150 CA-TILEFIX @25KG,50.0,SAK,63900.0,2.0,3131100.0,310289.189189,3131100.0,SIKA,SAK,16.3,10
SI202406010578,2024-07-01 00:00:00,CAHAYA BANGUNAN ( RIBAN ),SIKA TILE GROUT GREEN @12X1KG,2.0,DUS,213120.0,45.0,234432.0,23232.0,234432.0,SIKA,DUS,49,45
SI202406010578,2024-07-01 00:00:00,CAHAYA BANGUNAN ( RIBAN ),SIKA TILE GROUT GREY @12X1KG,2.0,DUS,213120.0,45.0,234432.0,23232.0,234432.0,SIKA,DUS,49,45
SI202406010578,2024-07-01 00:00:00,CAHAYA BANGUNAN ( RIBAN ),SIKACERAM 150 CA-TILEFIX @25KG,50.0,SAK,71000.0,10.0,3195000.0,316621.621621,3195000.0,SIKA,SAK,16.3,10
SI202406010579,2024-07-01 00:00:00,SARI BANGUNAN 2,SIKA TOP 107+ @4X4KG ( GALON ),11.0,GALON,194805.0,45.0,1178570.25,116795.25,1178570.25,SIKA,GALON,49,45
SI202406010579,2024-07-01 00:00:00,SARI BANGUNAN 2,SIKA TOP 107+ @4X4KG (FREE),1.0,GALON,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202406010580,2024-07-01 00:00:00,SINAR JAYA (LBK BULUS),SIKATOP SEAL 107 (A+B) @25KG,20.0,SET,606060.0,45.0,6666660.0,660660.0,6666660.0,SIKA,SET,50,45
SI202406010580,2024-07-01 00:00:00,SINAR JAYA (LBK BULUS),SIKATOP SEAL 107 (A+B) @25KG (FREE),1.0,SET,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202406010581,2024-07-01 00:00:00,KU JAYA,SIKA TOP 107+ @4X4KG ( GALON ),22.0,GALON,194805.0,45.0,2357140.5,233590.5,2357140.5,SIKA,GALON,49,45
SI202406010581,2024-07-01 00:00:00,KU JAYA,SIKA TOP 107+ @4X4KG (FREE),2.0,GALON,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202406010583,2024-07-01 00:00:00,SUMBER WIJAYA,SIKATOP SEAL 107 (A+B) @25KG,20.0,SET,606060.0,45.0,6666660.0,660660.0,6666660.0,SIKA,SET,50,45
SI202406010583,2024-07-01 00:00:00,SUMBER WIJAYA,SIKATOP SEAL 107 (A+B) @25KG (FREE),1.0,SET,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202406010584,2024-07-01 00:00:00,GLOBAL BANGUNAN,SIKACERAM 200 TA-TILEFIX @25KG,9.0,SAK,184000.0,16.3,1386072.0,137358.486486,1386072.0,SIKA,SAK,22.16,16.3
SI202406010584,2024-07-01 00:00:00,GLOBAL BANGUNAN,SIKATOP SEAL 107 (A+B) @25KG,4.0,SET,606060.0,45.0,1333332.0,132132.0,1333332.0,SIKA,SET,50,45
SI202406010585,2024-07-01 00:00:00,CAHAYA BANGUNAN ( RIBAN ),SIKACERAM 150 CA-TILEFIX @25KG,50.0,SAK,71000.0,10.0,3195000.0,316621.621621,3195000.0,SIKA,SAK,16.3,10
SI202406010586,2024-07-01 00:00:00,BERKAT MAKMUR JAYA,SIKA TOP 107+ @4X4KG ( GALON ),22.0,GALON,194805.0,45.0,2357140.5,233590.5,2357140.5,SIKA,GALON,49,45
SI202406010586,2024-07-01 00:00:00,BERKAT MAKMUR JAYA,SIKA TOP 107+ @4X4KG (FREE),2.0,GALON,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202406010587,2024-07-01 00:00:00,TEKUN JAYA,SIKATOP SEAL 107 (A+B) @25KG,20.0,SET,606060.0,45.0,6666660.0,660660.0,6666660.0,SIKA,SET,50,45
SI202406010587,2024-07-01 00:00:00,TEKUN JAYA,SIKATOP SEAL 107 (A+B) @25KG (FREE),1.0,SET,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202406010591,2024-07-01 00:00:00,CAKUNG JAYA,SIKA GROUT 215 @25KG,20.0,SAK,188700.0,45.0,2075700.0,205700.0,2075700.0,SIKA,SAK,50,45
SI202406010593,2024-07-01 00:00:00,FAJAR RAYA,SIKACIM CONCRETE ADDITIVE @10X0.9L,20.0,DUS,562770.0,45.0,6190470.0,613470.0,6190470.0,SIKA,DUS,49,45
SI202406010593,2024-07-01 00:00:00,FAJAR RAYA,SIKACIM CONCRETE ADDITIVE @5L (FREE),20.0,CAN,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202406010595,2024-07-01 00:00:00,MITRA BANGUN,SIKACIM BONDING ADHESIVE @10X0.9L,2.0,DUS,869130.0,45.0,956043.0,94743.0,956043.0,SIKA,DUS,49,45
SI202406010596,2024-07-01 00:00:00,SINAR MAS,SIKA TOP 107+ @4X4KG ( GALON ),11.0,GALON,194805.0,45.0,1178570.25,116795.25,1178570.25,SIKA,GALON,49,45
SI202406010596,2024-07-01 00:00:00,SINAR MAS,SIKA TOP 107+ @4X4KG (FREE),1.0,GALON,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202406010599,2024-07-01 00:00:00,SAHABAT KITA,SIKATOP SEAL 107 (A+B) @25KG,5.0,SET,606060.0,45.0,1666665.0,165165.0,1666665.0,SIKA,SET,50,45
SI202406010600,2024-07-01 00:00:00,BAJA MAS ,SIKACIM CONCRETE ADDITIVE @5L,10.0,CAN,177600.0,45.0,976800.0,96800.0,976800.0,SIKA,CAN,49,45
SI202406010604,2024-07-01 00:00:00,PRIMA JAYA BANGUNAN,SIKA TOP 107+ @4X4KG ( GALON ),11.0,GALON,194805.0,45.0,1178570.25,116795.25,1178570.25,SIKA,GALON,49,45
SI202406010604,2024-07-01 00:00:00,PRIMA JAYA BANGUNAN,SIKA TOP 107+ @4X4KG (FREE),1.0,GALON,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202406010606,2024-07-01 00:00:00,CAHAYA BANGUNAN ( RIBAN ),SIKA TILE GROUT GREY @12X1KG,15.0,DUS,213120.0,45.0,1758240.0,174240.0,1758240.0,SIKA,DUS,49,45
SI202406010606,2024-07-01 00:00:00,CAHAYA BANGUNAN ( RIBAN ),SIKA TILE GROUT CREAM @12X1KG,5.0,DUS,213120.0,45.0,586080.0,58080.0,586080.0,SIKA,DUS,49,45
SI202406010607,2024-07-01 00:00:00,INTI JAYA (BSD),SIKATOP SEAL 107 (A+B) @25KG,20.0,SET,606060.0,45.0,6666660.0,660660.0,6666660.0,SIKA,SET,50,45
SI202406010607,2024-07-01 00:00:00,INTI JAYA (BSD),SIKATOP SEAL 107 (A+B) @25KG (FREE),1.0,SET,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202406010608,2024-07-01 00:00:00,SINAR SURYA (PORIS),SIKATOP SEAL 107 (A+B) @25KG,20.0,SET,606060.0,45.0,6666660.0,660660.0,6666660.0,SIKA,SET,50,45
SI202406010608,2024-07-01 00:00:00,SINAR SURYA (PORIS),SIKATOP SEAL 107 (A+B) @25KG (FREE),1.0,SET,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202406010610,2024-07-01 00:00:00,SARI BANGUNAN 2,AM 53 - WHITE JASMINE @12X1KG,4.0,DUS,201000.0,15.0,683400.0,67724.324324,683400.0,AM,PCS,32.68,15
SI202406010612,2024-07-01 00:00:00,TRITUNGGAL ESAKARYA,AM 53 - CREAM IXIA @12X1KG,2.0,DUS,201000.0,15.0,341700.0,33862.162162,341700.0,AM,PCS,32.68,15
SI202406010614,2024-07-01 00:00:00,GLOBAL BANGUNAN,SIKACERAM 200 TA-TILEFIX @25KG,10.0,SAK,184000.0,16.3,1540080.0,152620.54054,1540080.0,SIKA,SAK,22.16,16.3
SI202406010615,2024-07-01 00:00:00,BINA USAHA 1,SIKATOP SEAL 107 (A+B) @25KG,20.0,SET,606060.0,47.5,6363630.0,630630.0,6363630.0,SIKA,SET,50,45
SI202406010617,2024-07-01 00:00:00,GLOBAL BANGUNAN,SIKAMUR 130 THINBED @40KG,20.0,SAK,96000.0,16.3,1607040.0,159256.216216,1607040.0,SIKA,SAK,22.16,16.3
SI202406010617,2024-07-01 00:00:00,GLOBAL BANGUNAN,SIKAMUR 130 THINBED @40KG ( FREE ),1.0,SAK,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202406010617,2024-07-01 00:00:00,GLOBAL BANGUNAN,SIKACERAM 200 TA-TILEFIX @25KG,5.0,SAK,184000.0,16.3,770040.0,76310.27027,770040.0,SIKA,SAK,22.16,16.3
SI202406010619,2024-07-01 00:00:00,SURYA MAKMUR BERSAMA,SIKATOP SEAL 107 (A+B) @25KG,20.0,SET,606060.0,47.5,6363630.0,630630.0,6363630.0,SIKA,SET,50,45
SI202406010620,2024-07-01 00:00:00,SENTOSA ABADI MAKMUR ,SIKATOP SEAL 107 (A+B) @25KG,50.0,SET,606060.0,48.5,15606045.0,1546545.0,15606045.0,SIKA,SET,50,45
SI202406010621,2024-07-01 00:00:00,SENTOSA ABADI MAKMUR ,SIKACERAM 180 GA-TILEFIX @25KG,20.0,SAK,87885.0,2.0,1722546.0,170702.756756,1722546.0,SIKA,SAK,22.16,16.3
SI202406010621,2024-07-01 00:00:00,SENTOSA ABADI MAKMUR ,SIKACERAM 150 CA-TILEFIX @25KG,30.0,SAK,63900.0,2.0,1878660.0,186173.513513,1878660.0,SIKA,SAK,16.3,10
SI202406010622,2024-07-01 00:00:00,BINTANG JAYA PUSPITEK,SIKA TILE GROUT GREEN @12X1KG,1.0,DUS,213120.0,45.0,117216.0,11616.0,117216.0,SIKA,DUS,49,45
SI202406010622,2024-07-01 00:00:00,BINTANG JAYA PUSPITEK,SIKA TILE GROUT WHITE @12X1KG,3.0,DUS,213120.0,45.0,351648.0,34848.0,351648.0,SIKA,DUS,49,45
SI202406010622,2024-07-01 00:00:00,BINTANG JAYA PUSPITEK,SIKA COAT PLUS GREY @20KG,2.0,PAIL,1565100.0,45.0,1721610.0,170610.0,1721610.0,SIKA,PAIL,49,45
